airport_id,airport_name,iata,degree
3832,Fairbanks International Airport,FAI,34
3561,Columbia Metropolitan Airport,CAE,34
979,Maputo Airport,MPM,34
6393,Yancheng Airport,YNZ,34
1214,Asturias Airport,OVD,34
2538,Campo Grande Airport,CGR,34
1776,Toncontín International Airport,TGU,34
1403,Brest Bretagne Airport,BES,34
3305,Langkawi International Airport,LGK,34
2313,Nagasaki Airport,NGS,34
2326,Hiroshima Airport,HIJ,34
280,Diori Hamani International Airport,NIM,34
3901,Achmad Yani Airport,SRG,34
3875,Key West International Airport,EYW,33
3857,Long Island Mac Arthur Airport,ISP,33
120,Regina International Airport,YQR,33
2109,Kish International Airport,KIH,33
1797,General Roberto Fierro Villalobos International Airport,CUU,33
1488,"\Zakynthos International Airport \""\""Dionysios Solomos\""\""\""""",ZTH,33
4381,Niigata Airport,KIJ,32
6343,Changzhi Airport,CIH,32
6383,Lianyungang Airport,LYG,32
1854,General Heriberto Jara International Airport,VER,32
1792,Bachigualato Federal International Airport,CUL,32
4364,Novy Urengoy Airport,NUX,32
2597,Governador Aluízio Alves International Airport,NAT,32
2638,Eurico de Aguiar Salles Airport,VIX,32
3069,Shah Amanat International Airport,CGP,32
3098,Jaipur International Airport,JAI,32
8401,Lombok International Airport,LOP,32
1800,Cozumel International Airport,CZM,32
6380,Jingdezhen Airport,JDZ,32
1741,Podgorica Airport,TGD,32
3578,Lovell Field,CHA,32
3135,Coimbatore International Airport,CJB,32
4301,Jiuzhai Huanglong Airport,JZH,32
3174,Krabi Airport,KBV,32
1646,Sarajevo International Airport,SJJ,32
3330,Townsville Airport,TSV,32
1063,Roberts International Airport,ROB,32
3040,Bagdogra Airport,IXB,32
4041,Fort Wayne International Airport,FWA,32
2933,Yuzhno-Sakhalinsk Airport,UUS,31
2616,Marechal Cunha Machado International Airport,SLZ,31
1479,Santorini Airport,JTR,31
286,Monastir Habib Bourguiba International Airport,MIR,31
3143,Mangalore International Airport,IXE,31
2940,Donetsk International Airport,DOK,30
2952,Khrabrovo Airport,KGD,30
3467,Spokane International Airport,GEG,30
4016,Roanoke–Blacksburg Regional Airport,ROA,30
6342,Chifeng Airport,CIF,30
6391,Nanping Wuyishan Airport,WUS,30
600,Ireland West Knock Airport,NOC,30
1819,Licenciado Manuel Crescencio Rejon Int Airport,MID,30
1826,General Rafael Buelna International Airport,MZT,30
1948,Grand Bahama International Airport,FPO,30
3008,Devi Ahilyabai Holkar Airport,IDR,30
3015,Dr. Babasaheb Ambedkar International Airport,NAG,30
166,Saskatoon John G. Diefenbaker International Airport,YXE,30
2633,Ten. Cel. Aviador César Bombonato Airport,UDI,30
1203,Pula Airport,PUY,30
2162,Tabriz International Airport,TBZ,30
2976,Ashgabat International Airport,ASB,30
3066,Vishakhapatnam Airport,VTZ,30
3698,Tallahassee Regional Airport,TLH,30
9846,Zunyi Xinzhou Airport,ZYI,30
4046,General Wayne A. Downing Peoria International Airport,PIA,30
4069,L.F. Wade International International Airport,BDA,30
4072,Quad City International Airport,MLI,30
3112,Sheikh ul Alam Airport,SXR,29
2059,Abha Regional Airport,AHB,29
3908,Syamsudin Noor Airport,BDJ,29
4352,Norilsk-Alykel Airport,NSK,29
1863,Augusto C. Sandino (Managua) International Airport,MGA,29
2882,Point Salines International Airport,GND,29
1761,Gregorio Luperon International Airport,POP,29
1815,Del Bajío International Airport,BJX,29
2941,Dnipropetrovsk International Airport,DNK,28
2972,Nizhnevartovsk Airport,NJC,28
508,Southend Airport,SEN,28
1103,Rabil Airport,BVC,28
3256,"Pattimura Airport, Ambon",AMQ,28
6356,Liuzhou Bailian Airport,LZH,28
2848,La Chinita International Airport,MAR,28
5780,Ercan International Airport,ECN,28
4292,Hector International Airport,FAR,28
4348,Springfield Branson National Airport,SGF,28
3298,Sultan Ismail Petra Airport,KBR,28
1930,Leonard M Thompson International Airport,MHH,28
3447,Trenton Mercer Airport,TTN,28
6414,Yanji Chaoyangchuan Airport,YNJ,28
87,Kelowna International Airport,YLW,28
891,Malabo Airport,SSG,28
2974,Surgut Airport,SGC,28
6384,Huangyan Luqiao Airport,HYN,28
4130,Baghdad International Airport,BGW,28
144,Billy Bishop Toronto City Centre Airport,YTZ,28
4090,Francisco Bangoy International Airport,DVO,28
2387,New Ishigaki Airport,ISG,28
221,Mohamed Boudiaf International Airport,CZL,28
2221,Quetta International Airport,UET,28
1280,Biarritz-Anglet-Bayonne Airport,BIQ,28
1323,Figari Sud-Corse Airport,FSC,28
708,Malmö Sturup Airport,MMX,28
1774,Juan Manuel Galvez International Airport,RTB,27
3819,City of Colorado Springs Municipal Airport,COS,27
1120,Bujumbura International Airport,BJM,27
3289,Sultan Mahmud Badaruddin II Airport,PLM,27
4099,Mahlon Sweet Field,EUG,27
1850,Licenciado Adolfo Lopez Mateos International Airport,TLC,27
3711,Burlington International Airport,BTV,27
1959,Rarotonga International Airport,RAR,27
2005,La Tontouta International Airport,NOU,26
630,Ålesund Airport,AES,26
2443,Ingeniero Ambrosio Taravella Airport,COR,26
3397,Kashgar Airport,KHG,26
4009,Joe Foss Field Airport,FSD,26
4015,Charlottesville Albemarle Airport,CHO,26
4355,Lehigh Valley International Airport,ABE,26
6379,Ganzhou Airport,KOW,26
6395,Zhoushan Airport,HSN,26
1468,Mikonos Airport,JMK,26
3845,Wilmington International Airport,ILM,26
4067,Sarasota Bradenton International Airport,SRQ,26
1853,Carlos Rovirosa Pérez International Airport,VSA,26
3324,Mount Isa Airport,ISA,26
4089,Bishop International Airport,FNT,26
994,Seychelles International Airport,SEZ,26
3115,Luang Phabang International Airport,LPQ,26
1145,Mombasa Moi International Airport,MBA,26
1147,Nairobi Wilson Airport,WIL,26
2590,Zumbi dos Palmares Airport,MCZ,26
1663,Timişoara Traian Vuia Airport,TSR,26
184,Victoria International Airport,YYJ,26
6399,Luzhou Airport,LZO,26
2090,Ta’if Regional Airport,TIF,26
2522,Santa Maria Airport,AJU,26
4140,Diosdado Macapagal International Airport,CRK,26
6348,Tongliao Airport,TGO,26
6360,Xiangyang Liuji Airport,XFN,26
1050,Banjul International Airport,BJL,26
2327,Okayama Airport,OKJ,26
382,Friedrichshafen Airport,FDH,26
1415,Rennes-Saint-Jacques Airport,RNS,26
3355,Canberra International Airport,CBR,26
1016,Lilongwe International Airport,LLW,25
3061,Lok Nayak Jayaprakash Airport,PAT,25
5435,Tokua Airport,RAB,25
2067,Gassim Airport,ELQ,25
90,Fort McMurray Airport,YMM,25
2528,Pampulha - Carlos Drummond de Andrade Airport,PLU,25
4092,Maestro Wilson Fonseca Airport,STM,25
3319,Alice Springs Airport,ASP,24
1173,Juba International Airport,JUB,24
1186,Abeid Amani Karume International Airport,ZNZ,24
6150,Namangan Airport,NMA,24
5804,Misratah Airport,MRA,24
3222,Mandalay International Airport,MDL,24
458,Tampere-Pirkkala Airport,TMP,24
3472,Gainesville Regional Airport,GNV,24
2903,Terrance B. Lettsome International Airport,EIS,24
4021,Billings Logan International Airport,BIL,24
4007,Asheville Regional Airport,AVL,24
1923,Juan Gualberto Gomez International Airport,VRA,24
4037,Central Illinois Regional Airport at Bloomington-Normal,BMI,24
3943,Kobe Airport,UKB,24
1796,Abraham González International Airport,CJS,24
1655,Iaşi Airport,IAS,24
6403,Wanxian Airport,WXN,24
645,Haugesund Airport,HAU,24
1220,A Coruña Airport,LCG,24
2214,Multan International Airport,MUX,24
1191,Burgas Airport,BOJ,24
1676,Bern Belp Airport,BRN,24
7898,Lianshui Airport,HIA,24
2554,Cataratas International Airport,IGU,24
3100,Jammu Airport,IXJ,24
4319,Broome International Airport,BME,24
2333,Matsuyama Airport,MYJ,24
6368,Yulin Yuyang Airport,UYN,24
2714,Rafael Nuñez International Airport,CTG,24
1611,Linz Hörsching Airport,LNZ,23
1961,Nausori International Airport,SUV,23
2581,Governador José Richa Airport,LDB,23
6776,Sialkot Airport,SKT,23
1094,Nouakchott–Oumtounsy International Airport,NKC,23
1072,Rabat-Salé Airport,RBA,22
2729,Enrique Olaya Herrera Airport,EOH,22
2749,Gustavo Rojas Pinilla International Airport,ADZ,22
1764,Cibao International Airport,STI,22
2308,Miyazaki Airport,KMI,22
7503,Fuyang Xiguan Airport,FUG,22
2935,Chita-Kadala Airport,HTA,22
2651,Andrés Sabella Gálvez International Airport,ANF,22
3,Mount Hagen Kagamuga Airport,HGU,22
6344,Datong Airport,DAT,22
638,Kristiansand Airport,KRS,22
2938,Ulan-Ude Airport (Mukhino),UUD,22
5908,Santo Pekoa International Airport,SON,22
6156,Belgorod International Airport,EGO,22
1743,Tivat Airport,TIV,22
3146,Vir Savarkar International Airport,IXZ,22
3974,Mukalla International Airport,RIY,22
1470,Aktion National Airport,PVK,22
1270,Limoges Airport,LIG,22
520,Isle of Man Airport,IOM,22
4359,South Bend Regional Airport,SBN,22
3932,Chiang Rai International Airport,CEI,22
1545,Trieste–Friuli Venezia Giulia Airport,TRS,22
4,Nadzab Airport,LAE,22
675,Rzeszów-Jasionka Airport,RZE,22
6954,Manzhouli Xijiao Airport,NZH,22
915,Dzaoudzi Pamandzi International Airport,DZA,22
2584,João Correa da Rocha Airport,MAB,22
2812,Alejandro Velasco Astete International Airport,CUZ,22
2821,General José Antonio Anzoategui International Airport,BLA,22
2856,General Manuel Carlos Piar International Airport,PZO,22
2891,Robert L. Bradshaw International Airport,SKB,22
1265,Bergerac-Roumanière Airport,EGC,22
1250,Vigo Airport,VGO,22
529,Kirkwall Airport,KOI,22
341,Münster Osnabrück Airport,FMO,22
2575,Presidente Castro Pinto International Airport,JPA,22
371,Paderborn Lippstadt Airport,PAD,22
2167,Zahedan International Airport,ZAH,22
1629,Lajes Airport,TER,22
3063,Birsa Munda Airport,IXR,21
5967,Aniak Airport,ANI,21
3916,El Tari Airport,KOE,21
4209,Porto Seguro Airport,BPS,21
6460,Gustaf III Airport,SBH,21
3873,Destin-Ft Walton Beach Airport,VPS,21
2893,George F. L. Charles Airport,SLU,21
121,Thunder Bay Airport,YQT,21
7490,Al Najaf International Airport,NJF,21
533,Inverness Airport,INV,21
2452,El Plumerillo Airport,MDZ,21
4285,Yeager Airport,CRW,21
4309,Ancona Falconara Airport,AOI,20
632,Alta Airport,ALF,20
117,Greater Moncton International Airport,YQM,20
1038,Lubumbashi International Airport,FBM,20
2665,El Tepual Airport,PMC,20
2868,Arturo Michelena International Airport,VLN,20
3524,Atlantic City International Airport,ACY,20
2914,Shymkent Airport,CIT,20
1759,Casa De Campo International Airport,LRM,20
2710,Ernesto Cortissoz International Airport,BAQ,20
2773,Johan Adolf Pengel International Airport,PBM,20
5952,Sulaymaniyah International Airport,ISU,20
6411,Jiamusi Airport,JMU,20
3020,Raipur Airport,RPR,20
295,Sfax Thyna International Airport,SFA,20
4357,Atyrau Airport,GUW,20
7088,Unalakleet Airport,UNK,20
3948,Monterey Peninsula Airport,MRY,20
3777,Bellingham International Airport,BLI,20
1352,Carcassonne Airport,CCF,20
3084,Lal Bahadur Shastri Airport,VNS,20
4110,Yibin Caiba Airport,YBP,20
1070,Angads Airport,OUD,20
1456,Kalamata Airport,KLX,20
2244,Saipan International Airport,SPN,20
1132,Luxor International Airport,LXR,20
2429,Iloilo International Airport,ILO,20
3862,Portland International Jetport Airport,PWM,20
2586,Regional de Maringá - Sílvio Nane Junior Airport,MGF,20
2967,Volgograd International Airport,VOG,20
6944,Jining Qufu Airport,JNG,20
6407,Korla Airport,KRL,20
6476,Mt. Fuji Shizuoka Airport,FSZ,20
6493,La Rochelle-Île de Ré Airport,LRH,20
1816,Manuel Márquez de León International Airport,LAP,20
1821,General Francisco J. Mujica International Airport,MLM,20
1845,Francisco Sarabia International Airport,TRC,20
1726,Trabzon International Airport,TZX,20
2123,Sardar-e-Jangal Airport,RAS,20
2802,Rodríguez Ballón International Airport,AQP,20
1469,Mytilene International Airport,MJT,20
6743,Hami Airport,HMI,20
2288,Hakodate Airport,HKD,20
547,Norwich International Airport,NWI,20
1910,Frank Pais International Airport,HOG,20
202,Sept-Îles Airport,YZV,20
3402,Mudanjiang Hailang International Airport,MDG,20
2623,Senador Petrônio Portela Airport,THE,20
2256,Babelthuap Airport,ROR,19
4286,Wilkes Barre Scranton International Airport,AVP,19
6105,Kharkiv International Airport,HRK,19
582,Maastricht Aachen Airport,MST,19
3840,Rick Husband Amarillo International Airport,AMA,19
2096,Prince Abdulmohsin Bin Abdulaziz Airport,YNB,19
910,Simon Mwansa Kapwepwe International Airport,NLA,19
2649,Diego Aracena Airport,IQQ,19
3829,Lubbock Preston Smith International Airport,LBB,19
3782,Mobile Regional Airport,MOB,18
4279,San Pedro Airport,SPR,18
1360,Béziers-Vias Airport,BZR,18
3633,Newport News Williamsburg International Airport,PHF,18
4101,Rogue Valley International Medford Airport,MFR,18
838,Port Elizabeth Airport,PLZ,18
3743,Four Corners Regional Airport,FMN,18
2324,Toyama Airport,TOY,18
1689,Gaziantep International Airport,GZT,18
1785,Jesús Terán Paredo International Airport,AGU,18
7453,Hatay Airport,HTY,18
8,Godthaab / Nuuk Airport,GOH,18
8235,Sohag International Airport,HMB,18
1505,Pescara International Airport,PSR,18
6397,Dachuan Airport,DAX,18
641,"Harstad/Narvik Airport, Evenes",EVE,18
1330,Clermont-Ferrand Auvergne Airport,CFE,18
4018,Evansville Regional Airport,EVV,18
3152,Tiruchirapally Civil Airport Airport,TRZ,18
6008,Cheongju International Airport/Cheongju Air Base (K-59/G-513),CJJ,18
999,N'Djamena International Airport,NDJ,18
1476,Samos Airport,SMI,18
4362,Talagi Airport,ARH,18
3081,Sri Guru Ram Dass Jee International Airport,ATQ,18
3089,Chandigarh Airport,IXC,18
4038,Gulfport Biloxi International Airport,GPT,18
4047,Appleton International Airport,ATW,18
3267,Sibu Airport,SBW,18
2896,Flamingo International Airport,BON,18
3050,Imphal Airport,IMF,18
2433,Puerto Princesa Airport,PPS,18
881,Sir Seretse Khama International Airport,GBE,18
349,Saarbrücken Airport,SCN,18
2569,Bahia - Jorge Amado Airport,IOS,18
2607,Governador Jorge Teixeira de Oliveira Airport,PVH,18
1223,Federico Garcia Lorca Airport,GRX,18
1196,Varna Airport,VAR,18
984,Nampula Airport,APL,18
1856,Ixtapa Zihuatanejo International Airport,ZIH,18
912,Prince Said Ibrahim International Airport,HAH,18
1918,Abel Santamaria Airport,SNU,18
1941,Exuma International Airport,GGT,18
2884,Henry E Rohlsen Airport,STX,18
2310,Oita Airport,OIT,18
2312,Kumamoto Airport,KMJ,18
4148,Luoyang Airport,LYA,18
2089,Tabuk Airport,TUU,18
514,Blackpool International Airport,BLK,18
5562,Robin Hood Doncaster Sheffield Airport,DSA,18
3336,Hobart International Airport,HBA,18
220,Rabah Bitat Airport,AAE,18
6428,Jing Gang Shan Airport,nan,18
3652,Midland International Airport,MAF,17
2925,Mirny Airport,MJZ,17
2759,Jorge Wilsterman International Airport,CBB,17
3531,Kodiak Airport,ADQ,17
1783,General Juan N Alvarez International Airport,ACA,17
309,Liège Airport,LGG,17
6079,Vance W. Amory International Airport,NEV,17
5687,Aden Adde International Airport,MGQ,17
2001,Nouméa Magenta Airport,GEA,17
2030,Queenstown International Airport,ZQN,17
1869,Marcos A. Gelabert International Airport,PAC,17
2,Madang Airport,MAG,16
2756,Vanguardia Airport,VVC,16
2768,Capitan Oriel Lea Plaza Airport,TJA,16
1610,Innsbruck Airport,INN,16
9327,Comiso Airport,CIY,16
3544,Capital City Airport,LAN,16
6133,Tri Cities Airport,PSC,16
6143,Nadym Airport,NYM,16
2619,Prof. Eribelto Manoel Reino State Airport,SJP,16
4103,Roberts Field,RDM,16
275,Port Harcourt International Airport,PHC,16
2769,Teniente Av. Jorge Henrich Arauz Airport,TDD,16
1053,La Palma Airport,SPC,16
1839,General Lucio Blanco International Airport,REX,16
1842,Ponciano Arriaga International Airport,SLP,16
1846,Angel Albino Corzo International Airport,TGZ,16
2987,Voronezh International Airport,VOZ,16
2966,Astrakhan Airport,ASF,16
3347,Kununurra Airport,KNX,16
2234,Basrah International Airport,BSR,16
2330,Miho Yonago Airport,YGJ,16
2337,Takamatsu Airport,TAK,16
3653,Austin Straubel International Airport,GRB,16
4087,Rapid City Regional Airport,RAP,16
746,Visby Airport,VBY,16
5761,Pierre Regional Airport,PIR,16
607,Aarhus Airport,AAR,16
6137,Salekhard Airport,SLY,16
6138,Khanty Mansiysk Airport,HMA,16
6955,Wuhai Airport,WUA,16
6398,Guangyuan Airport,GYS,16
6413,Qiqihar Sanjiazi Airport,NDG,16
4020,Gallatin Field,BZN,16
6086,Ust-Kamennogorsk Airport,UKK,16
3972,Kopitnari Airport,KUT,16
3038,Agartala Airport,IXA,16
4063,Grand Junction Regional Airport,GJT,16
410,Westerland Sylt Airport,GWT,16
3463,Bangor International Airport,BGR,16
3949,Santa Barbara Municipal Airport,SBA,16
3349,Port Hedland International Airport,PHE,16
6352,Changde Airport,CGD,16
6359,Nanyang Jiangying Airport,NNY,16
1252,Zaragoza Air Base,ZAZ,16
3609,Shreveport Regional Airport,SHV,16
3253,Sultan Khairun Babullah Airport,TTE,16
9,Kangerlussuaq Airport,SFJ,16
9025,Bijie Feixiong Airport,BFJ,16
2989,Syktyvkar Airport,SCW,16
4304,Cheddi Jagan International Airport,GEO,16
4320,Newcastle Airport,NTL,16
4325,Hammerfest Airport,HFT,16
460,Turku Airport,TKU,16
3337,Launceston Airport,LST,16
1943,North Eleuthera Airport,ELH,16
985,Pemba Airport,POL,16
187,Churchill Airport,YYQ,16
5712,Gheshm Airport,nan,16
5738,Fayetteville Regional Grannis Field,FAY,16
3929,Adi Sumarmo Wiryokusumo Airport,SOC,16
2345,Akita Airport,AXT,16
3261,Dominique Edward Osok Airport,SOQ,16
3846,Baton Rouge Metropolitan Airport,BTR,16
6152,Urgench Airport,UGC,15
6463,Belize City Municipal Airport,TZA,15
1696,Kayseri Erkilet Airport,ASR,15
1771,Goloson International Airport,LCE,15
3042,Biju Patnaik Airport,BBI,15
3967,Asmara International Airport,ASM,15
3249,Mutiara Airport,PLW,15
3560,Valley International Airport,HRL,15
711,Växjö Kronoberg Airport,VXO,15
647,Kristiansund Airport (Kvernberget),KSU,15
2981,Samarkand Airport,SKD,15
3658,Augusta Regional At Bush Field,AGS,14
2774,Cayenne-Rochambeau Airport,CAY,14
1855,General Leobardo C. Ruiz International Airport,ZCL,14
3920,Juwata Airport,TRK,14
1004,Victoria Falls International Airport,VFA,14
2662,La Florida Airport,LSC,14
270,Mallam Aminu International Airport,KAN,14
2801,Coronel FAP Francisco Secada Vignetta International Airport,IQT,14
4216,Missoula International Airport,MSO,14
4308,Dunhuang Airport,DNH,14
3023,Maharana Pratap Airport,UDR,14
2942,Simferopol International Airport,SIP,14
7669,Northwest Florida Beaches International Airport,ECP,14
1838,Querétaro Intercontinental Airport,QRO,14
1848,General Francisco Javier Mina International Airport,TAM,14
3002,Raja Bhoj International Airport,BHO,14
2949,Murmansk Airport,MMK,14
3764,Edward G. Pitka Sr Airport,GAL,14
3771,Plattsburgh International Airport,PBG,14
1722,Diyarbakir Airport,DIY,14
6187,Buon Ma Thuot Airport,BMV,14
6189,Cam Ranh Airport,CXR,14
6242,Hamilton Island Airport,HTI,14
1268,Poitiers-Biard Airport,PIS,14
3142,Madurai Airport,IXM,14
6427,Anqing Tianzhushan Airport,AQG,14
6429,Shanhaiguan Airport,SHP,14
6432,Jiayuguan Airport,JGN,14
6492,Ain Arnat Airport,QSF,14
651,Molde Airport,MOL,14
676,"\Szczecin-Goleniów \""\""Solidarność\""\"" Airport\""""",SZZ,14
4054,Dali Airport,DLU,14
6969,Begishevo Airport,NBC,14
7287,Dangriga Airport,DGA,14
3794,King Salmon Airport,AKN,14
6149,Fergana International Airport,FEG,14
6195,Vinh Airport,VII,14
6111,Cherepovets Airport,CEE,14
6388,Weifang Airport,WEF,14
6349,Ulanhot Airport,HLH,14
6350,Xilinhot Airport,XIL,14
6375,Diqing Airport,DIG,14
3055,Silchar Airport,IXS,14
3880,Great Falls International Airport,GTF,14
2195,Salalah Airport,SLL,14
3326,Mackay Airport,MKY,14
3345,Karratha Airport,KTA,14
3307,Sultan Mahmud Airport,TGG,14
3260,Rendani Airport,MKW,14
3262,Bintulu Airport,BTU,14
3271,Tawau Airport,TWU,14
2164,Shahid Sadooghi Airport,AZD,14
1205,Rijeka Airport,RJK,14
974,Beira Airport,BEW,14
9843,Jiuhuashan Airport,JUH,14
2400,Cagayan De Oro Airport,nan,14
2440,Islas Malvinas Airport,ROS,14
3975,Ta'izz International Airport,TAI,14
2487,General E. Mosconi Airport,CRD,14
2513,San Carlos De Bariloche Airport,BRC,14
2595,Ministro Victor Konder International Airport,NVT,14
8781,Qianjiang Wulingshan Airport,JIQ,14
8807,Tabing Airport,nan,14
2299,Asahikawa Airport,AKJ,14
880,Maun Airport,MUB,14
906,Livingstone Airport,LVI,14
4214,Brigadeiro Lysias Rodrigues Airport,PMW,14
4322,Klagenfurt Airport,KLU,14
4328,Vadsø Airport,VDS,14
4375,Sary-Arka Airport,KGF,14
4386,Albert J Ellis Airport,OAJ,14
3905,Pangkal Pinang (Depati Amir) Airport,PGK,14
1831,Hermanos Serdán International Airport,PBC,14
1858,Playa De Oro International Airport,ZLO,14
188,Goose Bay Airport,YYR,14
4115,Montgomery Regional (Dannelly Field) Airport,MGM,14
4116,Tri-Cities Regional TN/VA Airport,TRI,14
2920,Aktobe Airport,AKX,14
988,Chingozi Airport,TET,14
1901,Jardines Del Rey Airport,CCC,14
5665,Osvaldo Vieira International Airport,OXB,14
50,Arviat Airport,YEK,14
2980,Bukhara Airport,BHK,13
2991,Orenburg Central Airport,REN,13
2645,El Loa Airport,CJC,13
2647,Pdte. Carlos Ibañez del Campo Airport,PUQ,13
2792,Inca Manco Capac International Airport,JUL,13
7563,Kulob Airport,TJU,13
3571,Wiley Post Will Rogers Memorial Airport,BRW,13
1455,Kefallinia Airport,EFL,13
1459,Karpathos Airport,AOK,13
586,Eelde Airport,GRQ,13
649,Kirkenes Airport (Høybuktmoen),KKN,13
2572,Prefeito Renato Moreira Airport,IMP,13
8949,Mattala Rajapaksa International Airport,HRI,13
7288,Placencia Airport,PLJ,13
141,Thompson Airport,YTH,13
921,Toamasina Airport,TMM,13
3910,Iskandar Airport,PKN,13
1514,Reggio Calabria Airport,REG,12
155,Norman Wells Airport,YVQ,12
3775,Robert Gray  Army Air Field Airport,GRK,12
3784,Santa Fe Municipal Airport,SAF,12
3804,Cheyenne Regional Jerry Olson Field,CYS,12
1628,Horta Airport,HOR,12
3039,Lengpui Airport,AJL,12
3057,Dibrugarh Airport,DIB,12
5810,Samaná El Catey International Airport,AZS,12
3859,New Castle Airport,ILG,12
3493,Lafayette Regional Airport,LFT,12
3661,Stewart International Airport,SWF,12
1183,Mwanza Airport,MWZ,12
3826,Mc Allen Miller International Airport,MFE,12
3852,Alexandria International Airport,AEX,12
3517,Nantucket Memorial Airport,ACK,12
2728,Alfredo Vásquez Cobo International Airport,LET,12
2739,Matecaña International Airport,PEI,12
2767,Juana Azurduy De Padilla Airport,SRE,12
4124,Page Municipal Airport,PGA,12
4141,Sandakan Airport,SDK,12
4145,Dongying Shengli Airport,DOY,12
5487,Chesterfield Inlet Airport,YCS,12
5424,Kimbe Airport,HKN,12
1830,El Tajín National Airport,PAZ,12
3946,Elmira Corning Regional Airport,ELM,12
8266,Gazipaşa Airport,GZP,12
8417,Jixi Xingkaihu Airport,JXA,12
3732,Monroe Regional Airport,MLU,12
6320,Port Macquarie Airport,PQQ,12
238,Oued Irara Airport,HME,12
2423,Bacolod-Silay Airport,BCD,12
2930,Sokol Airport,GDX,12
339,Erfurt Airport,ERF,12
3398,Hotan Airport,HTN,12
2753,El Caraño Airport,UIB,12
2781,Cap FAP David Abenzur Rengifo International Airport,PCL,12
2806,Cadete FAP Guillermo Del Castillo Paredes Airport,TPP,12
2932,Yelizovo Airport,PKC,12
2973,Bolshoye Savino Airport,PEE,12
481,Newquay Cornwall Airport,NQY,12
1721,Elazığ Airport,EZS,12
1738,Gibraltar Airport,GIB,12
174,London Airport,YXU,12
5691,Assiut International Airport,ATZ,12
4039,Kalamazoo Battle Creek International Airport,AZO,12
4056,Mulu Airport,MZV,12
4083,Bismarck Municipal Airport,BIS,12
6992,Charles M. Schulz Sonoma County Airport,STS,12
7073,San Luis Valley Regional Bergman Field,ALS,12
7193,Stebbins Airport,WBB,12
728,Umeå Airport,UME,12
32,Cambridge Bay Airport,YCB,12
5997,Nagoya Airport,NKM,12
6039,Vitória da Conquista Airport,VDC,12
6298,Mildura Airport,MQL,12
6365,Qingyang Airport,IQN,12
6382,Quzhou Airport,JUZ,12
6401,Nanchong Airport,NAO,12
6485,Navoi Airport,NVI,12
1462,Alexander the Great International Airport,KVA,12
1464,Leros Airport,LRS,12
3971,Batumi International Airport,BUS,12
8832,Lublin Airport,LUZ,12
8858,Sannvhe,TVS,12
9026,Lensk Airport,ULK,12
9107,Yichun Mingyueshan Airport,YIC,12
5632,Ngjiva Pereira Airport,VPE,12
3558,Meadows Field,BFL,12
2290,Memanbetsu Airport,MMB,12
230,Zenata – Messali El Hadj Airport,TLM,12
5933,Dasht-e Naz Airport,SRY,12
5934,Lar Airport,LRR,12
6,Wewak International Airport,WWK,12
601,Kerry Airport,KIR,12
11473,Jinchuan Airport,JIC,12
6376,Mangshi Airport,LUM,12
6381,Jiujiang Lushan Airport,JIU,12
29,Baker Lake Airport,YBK,12
2900,Clayton J Lloyd International Airport,AXA,12
2381,Daegu Airport,TAE,12
2404,Zamboanga International Airport,ZAM,12
3265,Marudi Airport,MUR,12
3284,Supadio Airport,PNK,12
3181,Hat Yai International Airport,HDY,12
3183,Udon Thani Airport,UTH,12
3287,Sultan Thaha Airport,DJB,12
2048,Herat Airport,HEA,12
2097,Abadan Airport,ABD,12
1450,Chios Island National Airport,JKH,12
1989,Bora Bora Airport,BOB,12
1106,São Pedro Airport,VXE,12
2476,Martin Miguel De Guemes International Airport,SLA,12
2509,Presidente Peron Airport,NQN,12
5454,Caye Caulker Airport,CUK,12
6747,Gorgan Airport,GBT,12
6788,Vieques Airport,VQS,12
7078,Show Low Regional Airport,SOW,12
8407,Handan Airport,HDG,12
1829,Xoxocotlán International Airport,OAX,12
7373,Barreiras Airport,BRA,12
7506,Xingyi Airport,ACX,12
3097,Jodhpur Airport,JDH,12
3104,Leh Kushok Bakula Rimpochee Airport,IXL,12
4189,Muan International Airport,MWX,12
4192,Kalymnos Airport,JKL,12
4197,Marsa Alam International Airport,RMF,12
2066,Jizan Regional Airport,GIZ,12
209,Soummam Airport,BJA,12
2114,Shahid Ashrafi Esfahani Airport,KSH,12
2166,Konarak Airport,ZBR,12
234,Touat Cheikh Sidi Mohamed Belkebir Airport,AZR,11
393,Zweibrücken Airport,ZQW,11
1969,Faleolo International Airport,APW,11
1990,Rangiroa Airport,RGI,11
5939,Bahawalpur Airport,BHV,11
5422,Gurney Airport,GUR,11
5534,Whale Cove Airport,YXN,11
2227,Sukkur Airport,SKZ,11
2656,Carriel Sur Airport,CCP,11
6404,Aksu Airport,AKU,11
1746,Košice Airport,KSC,11
6223,Radin Inten II (Branti) Airport,TKG,11
41,Coral Harbour Airport,YZS,11
5951,Turbat International Airport,TUK,11
243,Ain el Beida Airport,OGX,11
6367,Yan'an Ershilipu Airport,ENY,11
1278,Brive Souillac Airport,BVE,11
133,Sudbury Airport,YSB,11
1905,Antonio Maceo International Airport,SCU,11
3213,Heho Airport,HEH,11
3620,Deadhorse Airport,SCC,11
2490,Almirante Marco Andres Zar Airport,REL,11
2496,Piloto Civil N. Fernández Airport,RGL,11
7192,Shaktoolik Airport,SKK,11
6753,Mardin Airport,MQM,10
7,Narsarsuaq Airport,UAK,10
709,Halmstad Airport,HAD,10
