airport_id,airport_name,iata,betweenness
293,Djerba Zarzis International Airport,DJE,161.95455394376646
699,Stockholm Skavsta Airport,NYO,159.0968370031757
3929,Adi Sumarmo Wiryokusumo Airport,SOC,158.59287554395257
1359,Montpellier-Méditerranée Airport,MPL,158.29342698680335
2341,Yamagata Airport,GAJ,152.15212381712155
2657,Mataveri Airport,IPC,151.05901824264816
117,Greater Moncton International Airport,YQM,150.70472312225405
161,Wabush Airport,YWK,150.11931440685376
691,Gothenburg City Airport,GSE,150.09352066484558
2649,Diego Aracena Airport,IQQ,146.61934492004673
4037,Central Illinois Regional Airport at Bloomington-Normal,BMI,146.3726554924137
3898,Adi Sutjipto International Airport,JOG,145.38477147844657
4166,Karlsruhe Baden-Baden Airport,FKB,144.43955650522878
1488,"\Zakynthos International Airport \""\""Dionysios Solomos\""\""\""""",ZTH,143.7670913485136
3867,John Wayne Airport-Orange County Airport,SNA,142.79769368577402
1203,Pula Airport,PUY,140.18743232241275
5943,Dera Ismael Khan Airport,DSK,136.951213639952
1121,Egal International Airport,HGA,136.39085803869392
6460,Gustaf III Airport,SBH,136.3132678058164
708,Malmö Sturup Airport,MMX,133.79902264866962
3777,Bellingham International Airport,BLI,131.98492501570036
3040,Bagdogra Airport,IXB,130.98955526641612
1652,Cluj-Napoca International Airport,CLJ,129.57574621003465
711,Växjö Kronoberg Airport,VXO,127.74826471071634
4375,Sary-Arka Airport,KGF,126.41189852241804
1469,Mytilene International Airport,MJT,123.75052126466652
5435,Tokua Airport,RAB,123.38976394588065
348,Leipzig/Halle Airport,LEJ,123.32999903191096
2935,Chita-Kadala Airport,HTA,123.11167137994073
3273,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,PKU,122.10267003881083
2497,Malvinas Argentinas Airport,USH,120.64114989850717
280,Diori Hamani International Airport,NIM,120.31951015769349
3017,Pune Airport,PNQ,119.97332212117888
1745,M. R. Štefánik Airport,BTS,119.79425246886974
1925,Gerrard Smith International Airport,CYB,118.06400532106495
3771,Plattsburgh International Airport,PBG,117.28237790365861
2471,Cataratas Del Iguazú International Airport,IGR,117.17653988230985
136,Fort Smith Airport,YSM,116.03853301850377
3759,John Glenn Columbus International Airport,CMH,114.22109329845131
3857,Long Island Mac Arthur Airport,ISP,114.18725822958308
2714,Rafael Nuñez International Airport,CTG,113.03204776110647
1265,Bergerac-Roumanière Airport,EGC,112.72732250080992
2891,Robert L. Bradshaw International Airport,SKB,111.95950553687506
1646,Sarajevo International Airport,SJJ,111.57339593239547
1563,Peretola Airport,FLR,110.9551690143553
3711,Burlington International Airport,BTV,109.51722384579907
2613,Leite Lopes Airport,RAO,109.05329135704301
3946,Elmira Corning Regional Airport,ELM,108.6314940012743
1550,Verona Villafranca Airport,VRN,107.65256778951697
5687,Aden Adde International Airport,MGQ,107.51244702746745
465,Belfast International Airport,BFS,106.98164394953484
1435,Strasbourg Airport,SXB,106.92033897820293
5594,Hagfors Airport,HFS,106.81816772025145
3034,Phnom Penh International Airport,PNH,105.87689428866263
3174,Krabi Airport,KBV,105.84918767926098
2347,Sendai Airport,SDJ,103.8569190221577
3932,Chiang Rai International Airport,CEI,103.48555131562462
7193,Stebbins Airport,WBB,100.41500166500164
3495,Boise Air Terminal/Gowen Field,BOI,100.1105540819892
4116,Tri-Cities Regional TN/VA Airport,TRI,97.96655183248782
2123,Sardar-e-Jangal Airport,RAS,96.57373511740325
537,Glasgow Prestwick Airport,PIK,96.27062276102608
1941,Exuma International Airport,GGT,94.4926449157435
4380,Longjia Airport,CGQ,93.80590418699536
5964,Kalskag Airport,KLG,93.70177045177039
1761,Gregorio Luperon International Airport,POP,92.23158110514275
4319,Broome International Airport,BME,91.83388297968371
6743,Hami Airport,HMI,91.4303476423652
2214,Multan International Airport,MUX,91.1618296575036
2633,Ten. Cel. Aviador César Bombonato Airport,UDI,89.97697984186114
2307,Kagoshima Airport,KOJ,89.12290063037608
3986,Memmingen Allgau Airport,FMM,88.38095075119925
1456,Kalamata Airport,KLX,87.44143538940193
2877,Douglas-Charles Airport,DOM,87.05163128318466
1508,Lamezia Terme Airport,SUF,86.99772249840419
1190,Tirana International Airport Mother Teresa,TIA,86.339284040371
1520,Olbia Costa Smeralda Airport,OLB,85.4426064060344
2994,Sardar Vallabhbhai Patel International Airport,AMD,84.21992710068452
7056,Charlotte County Airport,PGD,83.89984253246547
1243,Santiago de Compostela Airport,SCQ,82.7347464242776
3303,Senai International Airport,JHB,81.70575072556854
4087,Rapid City Regional Airport,RAP,80.83350898661477
2945,Lviv International Airport,LWO,79.82773303280227
1050,Banjul International Airport,BJL,79.58514009155026
1213,Almería International Airport,LEI,78.97114197044066
2894,Hewanorra International Airport,UVF,78.87521309620658
1612,Salzburg Airport,SZG,78.2680243507963
4083,Bismarck Municipal Airport,BIS,75.93087815982778
2607,Governador Jorge Teixeira de Oliveira Airport,PVH,74.4627556913411
628,Aalborg Airport,AAL,74.39529405105343
2429,Iloilo International Airport,ILO,73.02103277753837
2958,Omsk Central Airport,OMS,72.07034048816392
6143,Nadym Airport,NYM,70.09026968393492
1819,Licenciado Manuel Crescencio Rejon Int Airport,MID,69.81717224089948
6138,Khanty Mansiysk Airport,HMA,69.74570635640019
4364,Novy Urengoy Airport,NUX,69.58676172361214
7579,Provo Municipal Airport,PVU,68.98936988317499
3258,Kaimana Airport,KNG,66.66181296539537
2938,Ulan-Ude Airport (Mukhino),UUD,66.39600559050147
3544,Capital City Airport,LAN,65.49267549748701
4286,Wilkes Barre Scranton International Airport,AVP,65.41435025662638
3956,Kaunas International Airport,KUN,65.12224065707433
5904,Lonorore Airport,LNE,65.07569686108319
2001,Nouméa Magenta Airport,GEA,65.0
1322,Calvi-Sainte-Catherine Airport,CLY,64.88732564295448
634,Brønnøysund Airport,BNN,63.94841469127786
1191,Burgas Airport,BOJ,63.72365279724321
1965,Bonriki International Airport,TRW,63.276922633717334
4020,Gallatin Field,BZN,61.18820642948149
1905,Antonio Maceo International Airport,SCU,60.954936034540545
3633,Newport News Williamsburg International Airport,PHF,60.12400694100151
270,Mallam Aminu International Airport,KAN,59.85487784097808
458,Tampere-Pirkkala Airport,TMP,59.83306589585746
6346,Baotou Airport,BAV,59.18712961664206
1479,Santorini Airport,JTR,58.98297214153653
6133,Tri Cities Airport,PSC,58.39902156203188
3463,Bangor International Airport,BGR,58.36666559221996
3057,Dibrugarh Airport,DIB,57.70675665786048
1741,Podgorica Airport,TGD,57.357133668063
6493,La Rochelle-Île de Ré Airport,LRH,56.82058123686269
7207,Kotlik Airport,KOT,55.230235966806994
3661,Stewart International Airport,SWF,55.224382629607796
5673,Nador International Airport,NDR,55.13002166059638
382,Friedrichshafen Airport,FDH,53.90639383790805
4130,Baghdad International Airport,BGW,51.93234580357522
2651,Andrés Sabella Gálvez International Airport,ANF,50.386268016221706
662,Sandnessjøen Airport (Stokka),SSJ,49.71320130284188
4048,Rochester International Airport,RST,48.60100899060696
3811,Birmingham-Shuttlesworth International Airport,BHM,48.59335799230197
3105,Chaudhary Charan Singh International Airport,LKO,47.94711849158857
6386,Quanzhou Jinjiang International Airport,JJN,47.600302625835084
2884,Henry E Rohlsen Airport,STX,47.58854322592476
4028,Chicago Rockford International Airport,RFD,47.07464888231892
607,Aarhus Airport,AAR,46.74731933342493
5740,Central Nebraska Regional Airport,GRI,46.267172072858024
1227,San Javier Airport,MJV,45.86181600158533
6357,Zhanjiang Airport,ZHA,45.793515607837975
8428,Beloyarskiy Airport,EYK,45.3643327089224
1072,Rabat-Salé Airport,RBA,45.30344179929541
2972,Nizhnevartovsk Airport,NJC,45.262357829137194
1280,Biarritz-Anglet-Bayonne Airport,BIQ,44.41162686353687
8414,Modlin Airport,WMI,44.29531614348215
3880,Great Falls International Airport,GTF,43.64199008822435
2947,Odessa International Airport,ODS,43.00222765023889
2581,Governador José Richa Airport,LDB,42.910396231579504
1103,Rabil Airport,BVC,42.82154201243249
3825,Bradley International Airport,BDL,42.811211621609864
3271,Tawau Airport,TWU,42.653698491400775
596,Cork Airport,ORK,41.849797959852914
881,Sir Seretse Khama International Airport,GBE,41.66323174643568
1685,Adana Airport,ADA,41.549098642080445
1506,Brindisi – Salento Airport,BDS,41.34995670477488
3743,Four Corners Regional Airport,FMN,40.81413555749472
1403,Brest Bretagne Airport,BES,40.65556153849445
4309,Ancona Falconara Airport,AOI,40.58998410431404
4109,Changzhou Benniu Airport,CZX,40.503269868614915
2641,Chacalluta Airport,ARI,40.27697706064262
286,Monastir Habib Bourguiba International Airport,MIR,40.02757611370401
3630,Niagara Falls International Airport,IAG,39.816633791699495
3389,Hefei Luogang International Airport,HFE,39.81462233303972
295,Sfax Thyna International Airport,SFA,39.25000431303996
1856,Ixtapa Zihuatanejo International Airport,ZIH,38.730900870857454
6413,Qiqihar Sanjiazi Airport,NDG,37.97603487927001
1815,Del Bajío International Airport,BJX,37.95924522930368
2595,Ministro Victor Konder International Airport,NVT,37.73539623157954
1415,Rennes-Saint-Jacques Airport,RNS,37.33685112693681
2893,George F. L. Charles Airport,SLU,37.12282671385533
3066,Vishakhapatnam Airport,VTZ,36.97269586171395
1226,Jerez Airport,XRY,36.517144102397246
3381,Xishuangbanna Gasa Airport,JHG,36.29603717488901
6152,Urgench Airport,UGC,35.96561712567475
119,Comox Airport,YQQ,35.84206722269723
2952,Khrabrovo Airport,KGD,35.50164342433852
2739,Matecaña International Airport,PEI,35.1567037475056
2227,Sukkur Airport,SKZ,35.13302945331805
4216,Missoula International Airport,MSO,34.07069371733224
2344,Hanamaki Airport,HNA,33.77494759374544
1853,Carlos Rovirosa Pérez International Airport,VSA,33.70941692982231
651,Molde Airport,MOL,33.58356516891075
11257,Dharavandhoo Airport,DRV,32.98468328168941
6955,Wuhai Airport,WUA,32.94498512604035
4252,Stokmarknes Skagen Airport,SKN,32.178416846067314
746,Visby Airport,VBY,32.16544592564669
3839,Palm Springs International Airport,PSP,31.678209201515607
5804,Misratah Airport,MRA,31.622193718576757
2710,Ernesto Cortissoz International Airport,BAQ,31.411493377104385
1676,Bern Belp Airport,BRN,31.30098993513958
1558,Marina Di Campo Airport,EBA,31.0824015685588
1173,Juba International Airport,JUB,31.010699369485906
3069,Shah Amanat International Airport,CGP,30.992215629560977
4302,Jieyang Chaoshan International Airport,SWA,30.475628298901295
6434,Ordos Ejin Horo Airport,DSN,30.352347354773087
1231,Menorca Airport,MAH,30.167919575531428
1063,Roberts International Airport,ROB,29.72294768314896
2330,Miho Yonago Airport,YGJ,29.34778308530074
3118,Savannakhet Airport,ZVK,28.585009315482356
2967,Volgograd International Airport,VOG,28.47390717534033
6395,Zhoushan Airport,HSN,28.459956151031932
2968,Chelyabinsk Balandino Airport,CEK,28.094437852979155
3392,Yantai Laishan Airport,YNT,27.99504654815202
6344,Datong Airport,DAT,27.93609436260208
3734,Ontario International Airport,ONT,27.64838318721637
4209,Porto Seguro Airport,BPS,27.53746214801387
1850,Licenciado Adolfo Lopez Mateos International Airport,TLC,27.530721788957738
6360,Xiangyang Liuji Airport,XFN,26.97479234285802
6383,Lianyungang Airport,LYG,26.974170257897548
1080,Ibn Batouta Airport,TNG,26.131462741810303
2590,Zumbi dos Palmares Airport,MCZ,26.009292096672095
1070,Angads Airport,OUD,25.946269886976648
5730,North Central West Virginia Airport,CKB,25.93166798846749
3183,Udon Thani Airport,UTH,25.87138782890615
3598,Duluth International Airport,DLH,25.678490536700682
6343,Changzhi Airport,CIH,25.110750670912893
140,Cape Dorset Airport,YTE,24.92668045953591
541,Stornoway Airport,SYY,24.823493636508214
4147,Petersburg James A Johnson Airport,PSG,24.69289044289042
1797,General Roberto Fierro Villalobos International Airport,CUU,24.34387461701558
6342,Chifeng Airport,CIF,24.09662452611577
1545,Trieste–Friuli Venezia Giulia Airport,TRS,23.940480561453537
3829,Lubbock Preston Smith International Airport,LBB,23.897987848949064
3559,El Paso International Airport,ELP,23.879189671085705
1901,Jardines Del Rey Airport,CCC,23.775788345629284
2387,New Ishigaki Airport,ISG,23.474928116162957
494,Bournemouth Airport,BOH,23.41943881462216
4271,St Cloud Regional Airport,STC,22.922518453906207
5742,Tri-State/Milton J. Ferguson Field,HTS,22.543110887279546
6349,Ulanhot Airport,HLH,22.005045254988776
1759,Casa De Campo International Airport,LRM,21.905297848275616
3717,General Mitchell International Airport,MKE,21.90081604998849
6350,Xilinhot Airport,XIL,21.822303065809255
41,Coral Harbour Airport,YZS,21.61183403823869
7097,Marshall Don Hunter Sr Airport,MLL,21.222222222222225
3608,Richmond International Airport,RIC,20.98789531153461
582,Maastricht Aachen Airport,MST,20.943990290444702
1251,Santander Airport,SDR,20.93806945920563
6039,Vitória da Conquista Airport,VDC,20.933332905212286
8266,Gazipaşa Airport,GZP,20.790957784385956
2941,Dnipropetrovsk International Airport,DNK,20.67969222405753
2327,Okayama Airport,OKJ,20.36992046464294
7453,Hatay Airport,HTY,20.23524602709839
985,Pemba Airport,POL,20.22915039719086
1236,Reus Air Base,REU,20.198357415857544
338,Dresden Airport,DRS,19.875572045288628
2586,Regional de Maringá - Sílvio Nane Junior Airport,MGF,19.8158659797784
728,Umeå Airport,UME,19.636197168037725
2812,Alejandro Velasco Astete International Airport,CUZ,19.505783000833055
1065,Tan Tan Airport,TTA,19.11110216415709
2576,Lauro Carneiro de Loyola Airport,JOI,19.009774944876582
3652,Midland International Airport,MAF,18.953501300485712
4352,Norilsk-Alykel Airport,NSK,18.71989504399122
1097,Nouadhibou International Airport,NDB,18.622283298474827
3414,Point Lay LRRS Airport,PIZ,18.599999999999998
1783,General Juan N Alvarez International Airport,ACA,18.58012344706967
1205,Rijeka Airport,RJK,18.467431626117335
2914,Shymkent Airport,CIT,18.463244679760503
2623,Senador Petrônio Portela Airport,THE,18.428384615329453
6385,Shubuling Airport,LYI,18.372417112525913
2522,Santa Maria Airport,AJU,18.291922891206195
1743,Tivat Airport,TIV,18.132293819522683
2670,Francisco De Orellana Airport,OCC,18.092440656870252
141,Thompson Airport,YTH,18.09180352674929
2048,Herat Airport,HEA,17.992012226505786
1053,La Palma Airport,SPC,17.970673251764133
1120,Bujumbura International Airport,BJM,17.81309249936054
645,Haugesund Airport,HAU,17.66209534562679
906,Livingstone Airport,LVI,17.451439060402734
3298,Sultan Ismail Petra Airport,KBR,17.35805623470438
2575,Presidente Castro Pinto International Airport,JPA,17.33952806444798
1963,Fua'amotu International Airport,TBU,17.334875364287132
1903,Vilo Acuña International Airport,CYO,17.096275702742837
2802,Rodríguez Ballón International Airport,AQP,16.519590684106813
3243,Moses Kilangin Airport,TIM,16.514510423624532
3204,Phu Quoc International Airport,PQC,16.302758729192924
1279,Périgueux-Bassillac Airport,PGX,15.75265793203218
3307,Sultan Mahmud Airport,TGG,15.708638017209571
8807,Tabing Airport,nan,15.675266214287726
3920,Juwata Airport,TRK,15.618233430136328
9824,Tazadit Airport,OUZ,15.290857076460739
2619,Prof. Eribelto Manoel Reino State Airport,SJP,14.898593017962105
1196,Varna Airport,VAR,14.829737135009585
3,Mount Hagen Kagamuga Airport,HGU,14.766666666666666
7384,Santa Terezinha Airport,JCB,14.707309540029776
6183,Gan International Airport,GAN,14.359889193180084
3972,Kopitnari Airport,KUT,14.278284435985661
2051,Kandahar Airport,KDH,14.241016278886864
3498,Minot International Airport,MOT,14.155457639894859
4,Nadzab Airport,LAE,13.866666666666665
2569,Bahia - Jorge Amado Airport,IOS,13.839769488550335
6037,Macaé Airport,MEA,13.765478024672511
7199,Alakanuk Airport,AUK,13.672727272727272
3943,Kobe Airport,UKB,13.29249714174083
675,Rzeszów-Jasionka Airport,RZE,12.996558961707589
2801,Coronel FAP Francisco Secada Vignetta International Airport,IQT,12.990368527120259
4069,L.F. Wade International International Airport,BDA,12.987296355441352
2604,Senador Nilo Coelho Airport,PNZ,12.972622862343712
3937,Ubon Ratchathani Airport,UBP,12.935693914453076
4000,Surat Thani Airport,URT,12.935693914453076
3181,Hat Yai International Airport,HDY,12.935693914453076
6368,Yulin Yuyang Airport,UYN,12.637499490950301
973,São Tomé International Airport,TMS,12.627871699435076
460,Turku Airport,TKU,12.389916250695002
2974,Surgut Airport,SGC,12.241864395333996
1223,Federico Garcia Lorca Airport,GRX,12.146554564798624
6739,Hagerstown Regional Richard A Henson Field,HGR,12.00359967982274
6477,Erechim Airport,ERM,11.780612861638076
3305,Langkawi International Airport,LGK,11.563265203996492
6367,Yan'an Ershilipu Airport,ENY,11.228075242681546
1534,Cuneo International Airport,CUF,11.193334269502703
6795,Choibalsan Airport,COQ,11.119958152036535
4320,Newcastle Airport,NTL,11.100845482018066
3319,Alice Springs Airport,ASP,11.058549454802666
1663,Timişoara Traian Vuia Airport,TSR,11.00772357342618
6240,Birdsville Airport,BVI,10.877457822551282
3135,Coimbatore International Airport,CJB,10.744673998857802
3081,Sri Guru Ram Dass Jee International Airport,ATQ,10.601519694464523
1910,Frank Pais International Airport,HOG,10.544251742721297
1821,General Francisco J. Mujica International Airport,MLM,10.38580582501079
2333,Matsuyama Airport,MYJ,10.37409188752068
709,Halmstad Airport,HAD,10.347094485703433
3840,Rick Husband Amarillo International Airport,AMA,10.269919194122375
2868,Arturo Michelena International Airport,VLN,10.032374969899585
8244,Caçador Airport,CFC,10.015320674960336
2326,Hiroshima Airport,HIJ,9.955274068938381
3326,Mackay Airport,MKY,9.89894772182878
6803,Yakutat Airport,YAK,9.550000000000002
923,Arrachart Airport,DIE,9.535888371122358
2281,Hyakuri Airport,IBR,9.43184102330317
8949,Mattala Rajapaksa International Airport,HRI,9.328598146845435
1214,Asturias Airport,OVD,9.218969871219194
1016,Lilongwe International Airport,LLW,9.019194932640872
5632,Ngjiva Pereira Airport,VPE,9.0
5741,Memorial Field,HOT,8.900801109006624
4100,Idaho Falls Regional Airport,IDA,8.887846377056006
1448,Nea Anchialos Airport,VOL,8.839459823733462
2525,Araçatuba Airport,ARU,8.66976403222399
2535,Cascavel Airport,CAC,8.66976403222399
6034,Orlando Bezerra de Menezes Airport,JDO,8.66976403222399
2635,Mário de Almeida Franco Airport,UBA,8.66976403222399
7380,Dourados Airport,DOU,8.66976403222399
220,Rabah Bitat Airport,AAE,8.626889872982566
1854,General Heriberto Jara International Airport,VER,8.563693683120919
6390,Sunan Shuofang International Airport,WUX,8.479042381685149
5997,Nagoya Airport,NKM,8.463014773940925
133,Sudbury Airport,YSB,8.442657021197782
5447,Sisimiut Airport,JHS,8.228284051163701
1352,Carcassonne Airport,CCF,8.220065767474741
3116,Pakse International Airport,PKZ,8.202250264053625
4140,Diosdado Macapagal International Airport,CRK,8.055291021448863
1455,Kefallinia Airport,EFL,8.001571987347377
1999,Koumac Airport,KOC,8.0
1144,Manda Airstrip,LAU,8.0
1268,Poitiers-Biard Airport,PIS,7.966335368862154
547,Norwich International Airport,NWI,7.908876117900022
448,Pori Airport,POR,7.880829925462194
1276,Tarbes-Lourdes-Pyrénées Airport,LDE,7.8508010135951
1785,Jesús Terán Paredo International Airport,AGU,7.820499877398829
6269,Gladstone Airport,GLT,7.7711377078641535
5758,Owensboro Daviess County Airport,OWB,7.753801673743345
11473,Jinchuan Airport,JIC,7.7418251985018545
2896,Flamingo International Airport,BON,7.570730413197307
1990,Rangiroa Airport,RGI,7.5
6189,Cam Ranh Airport,CXR,7.453772502457137
1350,Saint-Étienne-Bouthéon Airport,EBU,7.441277441735287
647,Kristiansund Airport (Kvernberget),KSU,7.417580802568658
1855,General Leobardo C. Ruiz International Airport,ZCL,7.2687026952502
3042,Biju Patnaik Airport,BBI,7.179291911781784
3881,Youngstown Warren Regional Airport,YNG,7.148469030239736
2487,General E. Mosconi Airport,CRD,7.112775814118889
5966,Mountain Village Airport,MOU,7.0153357753357755
1858,Playa De Oro International Airport,ZLO,6.97751314769053
6463,Belize City Municipal Airport,TZA,6.826190476190476
2753,El Caraño Airport,UIB,6.824025974025974
586,Eelde Airport,GRQ,6.764971130738214
1839,General Lucio Blanco International Airport,REX,6.726675679175999
5721,Watertown Regional Airport,ATY,6.711443289171252
1450,Chios Island National Airport,JKH,6.59514434247283
5582,"Mo i Rana Airport, Røssvoll",MQN,6.535746606334842
3938,Khon Kaen Airport,KKC,6.467846957226538
2,Madang Airport,MAG,6.3999999999999995
3687,Fresno Yosemite International Airport,FAT,6.045411492534833
3860,Unalaska Airport,DUT,6.0
7356,La Chorrera Airport,LCR,6.0
3945,Lewiston Nez Perce County Airport,LWS,5.992816279175525
676,"\Szczecin-Goleniów \""\""Solidarność\""\"" Airport\""""",SZZ,5.892841065104227
1278,Brive Souillac Airport,BVE,5.875187058582687
1989,Bora Bora Airport,BOB,5.833333333333333
2090,Ta’if Regional Airport,TIF,5.819788038661562
1360,Béziers-Vias Airport,BZR,5.794741948825145
726,Skellefteå Airport,SFT,5.765997464771226
3806,Charleston Air Force Base-International Airport,CHS,5.761101070238808
5969,Wrangell Airport,WRG,5.749999999999999
2901,Tobago-Crown Point Airport,TAB,5.738437268503685
6159,Vorkuta Airport,VKT,5.651434530923934
652,Mosjøen Airport (Kjærstad),MJF,5.519047619047619
1611,Linz Hörsching Airport,LNZ,5.514688157047056
514,Blackpool International Airport,BLK,5.470340653342359
3015,Dr. Babasaheb Ambedkar International Airport,NAG,5.459144459640063
5597,Ängelholm-Helsingborg Airport,AGH,5.445133701389712
707,Kalmar Airport,KLR,5.445133701389712
721,Sundsvall-Härnösand Airport,SDL,5.445133701389712
685,Ronneby Airport,RNB,5.445133701389712
6190,Co Ong Airport,VCS,5.434252909730975
4350,Berlevåg Airport,BVG,5.402380952380952
6394,Yiwu Airport,YIW,5.268071204371544
1610,Innsbruck Airport,INN,5.212440472041761
3349,Port Hedland International Airport,PHE,5.19842265094731
341,Münster Osnabrück Airport,FMO,5.194309302950926
1726,Trabzon International Airport,TZX,5.103716617847733
1918,Abel Santamaria Airport,SNU,5.031641038522643
1930,Leonard M Thompson International Airport,MHH,5.001091234397006
3726,Boeing Field King County International Airport,BFI,5.0
7506,Xingyi Airport,ACX,4.994535630455
6195,Vinh Airport,VII,4.992183652508597
3411,Barter Island LRRS Airport,BTI,4.977777777777778
2322,Komatsu Airport,KMQ,4.871768495992829
4371,Naryan Mar Airport,NNM,4.783333333333333
3296,Sultan Abdul Halim Airport,AOR,4.775394957511421
1956,San Salvador Airport,ZSA,4.772241010198519
1842,Ponciano Arriaga International Airport,SLP,4.699311655820488
600,Ireland West Knock Airport,NOC,4.600642132933723
637,Båtsfjord Airport,BJF,4.559523809523809
2966,Astrakhan Airport,ASF,4.451486401353982
5562,Robin Hood Doncaster Sheffield Airport,DSA,4.406450486614619
2059,Abha Regional Airport,AHB,4.404974379041116
67,Dryden Regional Airport,YHD,4.333333333333334
2430,Kalibo International Airport,KLO,4.252177320830517
6351,Beihai Airport,BHY,4.182958446827484
2587,Mário Ribeiro Airport,MOC,4.1305675001327185
3696,South Arkansas Regional At Goodwin Field,ELD,4.080793295384321
2991,Orenburg Central Airport,REN,4.075000385290658
5645,Eros Airport,ERS,4.0
3997,Aasiaat Airport,JEG,4.0
6758,Sege Airport,EGM,4.0
5918,Ipota Airport,IPA,4.0
1801,General Guadalupe Victoria International Airport,DGO,3.947589931553891
3611,Norfolk International Airport,ORF,3.8543546230405092
6184,Hanimaadhoo Airport,HAQ,3.8511242560646046
1838,Querétaro Intercontinental Airport,QRO,3.8141070911670094
1831,Hermanos Serdán International Airport,PBC,3.8141070911670094
7078,Show Low Regional Airport,SOW,3.760369100428683
2233,Zhob Airport,PZH,3.7288457287197923
3098,Jaipur International Airport,JAI,3.7242571185923894
959,Lubango Airport,SDD,3.712041467304625
5780,Ercan International Airport,ECN,3.7022262567197117
32,Cambridge Bay Airport,YCB,3.666666666666666
4014,Louisville International Standiford Field,SDF,3.608421706480582
113,Windsor Airport,YQG,3.575402184971538
2615,Professor Urbano Ernesto Stumpf Airport,SJK,3.4666666666666663
2308,Miyazaki Airport,KMI,3.4436786867981484
3345,Karratha Airport,KTA,3.420611753796526
6430,Yuncheng Guangong Airport,YCU,3.36781359848369
1330,Clermont-Ferrand Auvergne Airport,CFE,3.3604282169528403
2678,Cotopaxi International Airport,LTX,3.282061459718824
1505,Pescara International Airport,PSR,3.257296548003307
6747,Gorgan Airport,GBT,3.2077465173961057
4149,Xuzhou Guanyin Airport,XUZ,3.124478471517833
1112,Aba Tenna Dejazmach Yilma International Airport,DIR,3.123611111111111
5810,Samaná El Catey International Airport,AZS,3.049487550672137
3971,Batumi International Airport,BUS,3.043660307613018
1220,A Coruña Airport,LCG,3.0303231957931427
1835,Licenciado y General Ignacio Lopez Rayon Airport,UPN,3.0299232161366474
1948,Grand Bahama International Airport,FPO,3.0108792251549574
6400,Mianyang Airport,MIG,3.0051594352702207
932,Maroantsetra Airport,WMN,3.0
2987,Voronezh International Airport,VOZ,2.976442297665258
1454,Kithira Airport,KIT,2.9048381661559666
5557,Heringsdorf Airport,HDF,2.887583971393588
4056,Mulu Airport,MZV,2.844155844155844
236,El Golea Airport,ELG,2.833333333333333
70,John C. Munro Hamilton International Airport,YHM,2.7573684996823298
1356,Perpignan-Rivesaltes (Llabanère) Airport,PGF,2.732922411076205
5593,Åre Östersund Airport,OSD,2.722566850694856
1438,Toulon-Hyères Airport,TLN,2.7145073860076563
3112,Sheikh ul Alam Airport,SXR,2.6176577372383076
6151,Nukus Airport,NCU,2.5993174984433294
3582,Long Beach /Daugherty Field/ Airport,LGB,2.542595648091228
9327,Comiso Airport,CIY,2.5418962411224517
2324,Toyama Airport,TOY,2.5402404598389334
6140,Sovetskiy Airport,OVS,2.52826826537686
1252,Zaragoza Air Base,ZAZ,2.4993050976149753
1655,Iaşi Airport,IAS,2.464365783483382
5586,Sogndal Airport,SOG,2.4590175565175567
1202,Osijek Airport,OSI,2.4582123559946076
1582,Ostrava Leos Janáček Airport,OSR,2.421065373568128
1289,Rodez-Marcillac Airport,RDZ,2.3963906301229474
3875,Key West International Airport,EYW,2.3870626041941656
1943,North Eleuthera Airport,ELH,2.386966632625389
6375,Diqing Airport,DIG,2.3542462880455726
1567,Perugia San Francesco d'Assisi – Umbria International Airport,PEG,2.3423856227045836
1742,Priština International Airport,PRN,2.33274296172353
3975,Ta'izz International Airport,TAI,2.3103315776666324
6776,Sialkot Airport,SKT,2.298724687141613
3826,Mc Allen Miller International Airport,MFE,2.296001246183326
3641,Theodore Francis Green State Airport,PVD,2.292099613295022
4192,Kalymnos Airport,JKL,2.2811759916059438
3061,Lok Nayak Jayaprakash Airport,PAT,2.280089594308384
2310,Oita Airport,OIT,2.254194315821018
3355,Canberra International Airport,CBR,2.241137554703522
5596,Torsby Airport,TYF,2.238390482333483
6241,Broken Hill Airport,BHQ,2.237575757575757
2955,Abakan Airport,ABA,2.2362554746859535
6393,Yancheng Airport,YNZ,2.219591529410783
5479,Fort Frances Municipal Airport,YAG,2.219047619047619
1738,Gibraltar Airport,GIB,2.218754524370972
3454,Eppley Airfield,OMA,2.1955815280684536
6298,Mildura Airport,MQL,2.1808860923937714
3602,Lihue Airport,LIH,2.1739921610893713
6407,Korla Airport,KRL,2.165478393410218
8238,Bauru - Arealva Airport,JTC,2.1420768290868075
6387,Tunxi International Airport,TXN,2.139258501312007
579,Mount Pleasant Airport,MPN,2.1333333333333333
530,Sumburgh Airport,LSI,2.127002643708812
6191,Can Tho International Airport,VCA,2.117337327208878
1285,Castres-Mazamet Airport,DCM,2.1059139222251653
2570,Usiminas Airport,IPN,2.0652837500663592
2433,Puerto Princesa Airport,PPS,2.0132621824764327
5474,La Tabatière Airport,ZLT,2.0
6713,Anvik Airport,ANV,2.0
6740,Araracuara Airport,ACR,2.0
1117,Lalibella Airport,LLI,2.0
7082,Friday Harbor Airport,FRD,2.0
9742,Akiachak Airport,KKI,2.0
7083,Orcas Island Airport,ESD,2.0
