airport_id,airport_name,iata,betweenness
6219,Lawas Airport,LWY,6391.0
37,Kugluktuk Airport,YCO,6390.999999999999
6371,Bayankhongor Airport,BYN,6390.999999999999
6258,Cunnamulla Airport,CMA,6390.999999999998
1183,Mwanza Airport,MWZ,6390.999999999998
2706,Tres De Mayo Airport,PUU,6390.999999999997
2609,Plácido de Castro Airport,RBR,6390.999999999997
1986,Takaroa Airport,TKX,6390.999999999997
170,Pangnirtung Airport,YXP,6390.999999999996
128,Resolute Bay Airport,YRB,6390.999999999996
7287,Dangriga Airport,DGA,6389.145238094715
1993,Hao Airport,HOI,6388.0
3515,Myrtle Beach International Airport,MYR,6387.961519610445
7218,Tuluksak Airport,TLT,6387.0000000000055
5962,Holy Cross Airport,HCR,6387.0000000000055
7090,Shageluk Airport,SHX,6387.0000000000055
7095,Kwethluk Airport,KWT,6387.0000000000055
5894,Sola Airport,SLH,6387.000000000004
5906,Gaua Island Airport,ZGU,6387.000000000004
11229,Beni Airport,BNC,6387.0
1987,Nuku Hiva Airport,NHV,6386.999999999996
5890,Hiva Oa-Atuona Airport,AUQ,6386.999999999996
2750,Eduardo Falla Solano Airport,SVI,6383.000000000001
2221,Quetta International Airport,UET,6323.902089612321
3942,Chubu Centrair International Airport,NGO,6311.329140590094
2064,King Fahd International Airport,DMM,6297.486051152623
6262,Doomadgee Airport,DMD,6200.644237701749
1847,General Abelardo L. Rodríguez International Airport,TIJ,6035.702848741446
1606,Malta International Airport,MLA,5973.271424913895
666,Stavanger Airport Sola,SVG,5945.400948738581
3330,Townsville Airport,TSV,5882.014659069434
2251,Bucholz Army Air Field,KWA,5872.4878645394
2768,Capitan Oriel Lea Plaza Airport,TJA,5862.426045385224
342,Hamburg Airport,HAM,5618.280164863745
2618,Congonhas Airport,CGH,5601.541620718423
3404,Zhoushuizi Airport,DLC,5586.327270228621
490,Bristol Airport,BRS,5516.4251423215255
1529,Milano Linate Airport,LIN,5431.425571539841
8203,Newtok Airport,WWT,5326.333333333342
8201,Tununak Airport,TNK,5323.333333333337
200,Port Hardy Airport,YZT,5312.306492331185
1897,Toussaint Louverture International Airport,PAP,5167.226414183468
2902,Piarco International Airport,POS,5163.532855777113
1459,Karpathos Airport,AOK,5126.345766631005
238,Oued Irara Airport,HME,5061.87705745805
1102,Amílcar Cabral International Airport,SID,4905.774698314585
2848,La Chinita International Airport,MAR,4880.7682341877835
3488,Cincinnati Northern Kentucky International Airport,CVG,4878.040394572252
